ad_creative_body,ad_delivery_start_time,funding_entity,spend/lower_bound,spend/upper_bound,impressions/lower_bound,impressions/upper_bound,region_distribution/0/percentage,region_distribution/0/region,region_distribution/1/percentage,region_distribution/1/region,region_distribution/2/percentage,region_distribution/2/region,region_distribution/3/percentage,region_distribution/3/region,region_distribution/4/percentage,region_distribution/4/region,region_distribution/5/percentage,region_distribution/5/region,region_distribution/6/percentage,region_distribution/6/region,region_distribution/7/percentage,region_distribution/7/region,region_distribution/8/percentage,region_distribution/8/region,region_distribution/9/percentage,region_distribution/9/region,region_distribution/10/percentage,region_distribution/10/region,region_distribution/11/percentage,region_distribution/11/region,region_distribution/12/percentage,region_distribution/12/region,region_distribution/13/percentage,region_distribution/13/region,region_distribution/14/percentage,region_distribution/14/region,region_distribution/15/percentage,region_distribution/15/region,region_distribution/16/percentage,region_distribution/16/region,region_distribution/17/percentage,region_distribution/17/region,region_distribution/18/percentage,region_distribution/18/region,region_distribution/19/percentage,region_distribution/19/region,region_distribution/20/percentage,region_distribution/20/region,region_distribution/21/percentage,region_distribution/21/region,region_distribution/22/percentage,region_distribution/22/region,region_distribution/23/percentage,region_distribution/23/region,region_distribution/24/percentage,region_distribution/24/region,region_distribution/25/percentage,region_distribution/25/region,region_distribution/26/percentage,region_distribution/26/region,region_distribution/27/percentage,region_distribution/27/region,region_distribution/28/percentage,region_distribution/28/region,region_distribution/29/percentage,region_distribution/29/region,region_distribution/30/percentage,region_distribution/30/region,region_distribution/31/percentage,region_distribution/31/region,region_distribution/32/percentage,region_distribution/32/region,region_distribution/33/percentage,region_distribution/33/region,region_distribution/34/percentage,region_distribution/34/region,region_distribution/35/percentage,region_distribution/35/region,region_distribution/36/percentage,region_distribution/36/region,region_distribution/37/percentage,region_distribution/37/region,region_distribution/38/percentage,region_distribution/38/region,region_distribution/39/percentage,region_distribution/39/region,region_distribution/40/percentage,region_distribution/40/region,region_distribution/41/percentage,region_distribution/41/region,region_distribution/42/percentage,region_distribution/42/region,region_distribution/43/percentage,region_distribution/43/region,region_distribution/44/percentage,region_distribution/44/region,region_distribution/45/percentage,region_distribution/45/region,region_distribution/46/percentage,region_distribution/46/region,region_distribution/47/percentage,region_distribution/47/region,region_distribution/48/percentage,region_distribution/48/region,region_distribution/49/percentage,region_distribution/49/region,region_distribution/50/percentage,region_distribution/50/region,region_distribution/51/percentage,region_distribution/51/region,region_distribution/52/percentage,region_distribution/52/region,region_distribution/53/percentage,region_distribution/53/region,region_distribution/54/percentage,region_distribution/54/region,region_distribution/55/percentage,region_distribution/55/region,region_distribution/56/percentage,region_distribution/56/region,region_distribution/57/percentage,region_distribution/57/region,region_distribution/58/percentage,region_distribution/58/region,region_distribution/59/percentage,region_distribution/59/region,region_distribution/60/percentage,region_distribution/60/region,region_distribution/61/percentage,region_distribution/61/region,region_distribution/62/percentage,region_distribution/62/region,region_distribution/63/percentage,region_distribution/63/region,region_distribution/64/percentage,region_distribution/64/region,region_distribution/65/percentage,region_distribution/65/region,region_distribution/66/percentage,region_distribution/66/region,region_distribution/67/percentage,region_distribution/67/region,region_distribution/68/percentage,region_distribution/68/region,region_distribution/69/percentage,region_distribution/69/region,region_distribution/70/percentage,region_distribution/70/region,region_distribution/71/percentage,region_distribution/71/region,region_distribution/72/percentage,region_distribution/72/region,region_distribution/73/percentage,region_distribution/73/region,region_distribution/74/percentage,region_distribution/74/region,region_distribution/75/percentage,region_distribution/75/region,region_distribution/76/percentage,region_distribution/76/region,region_distribution/77/percentage,region_distribution/77/region,region_distribution/78/percentage,region_distribution/78/region,region_distribution/79/percentage,region_distribution/79/region,region_distribution/80/percentage,region_distribution/80/region,region_distribution/81/percentage,region_distribution/81/region,region_distribution/82/percentage,region_distribution/82/region,region_distribution/83/percentage,region_distribution/83/region,region_distribution/84/percentage,region_distribution/84/region,region_distribution/85/percentage,region_distribution/85/region,region_distribution/86/percentage,region_distribution/86/region,region_distribution/87/percentage,region_distribution/87/region,region_distribution/88/percentage,region_distribution/88/region,region_distribution/89/percentage,region_distribution/89/region,region_distribution/90/percentage,region_distribution/90/region,region_distribution/91/percentage,region_distribution/91/region,region_distribution/92/percentage,region_distribution/92/region,region_distribution/93/percentage,region_distribution/93/region,region_distribution/94/percentage,region_distribution/94/region,region_distribution/95/percentage,region_distribution/95/region,region_distribution/96/percentage,region_distribution/96/region,region_distribution/97/percentage,region_distribution/97/region,region_distribution/98/percentage,region_distribution/98/region,region_distribution/99/percentage,region_distribution/99/region,region_distribution/100/percentage,region_distribution/100/region,region_distribution/101/percentage,region_distribution/101/region,region_distribution/102/percentage,region_distribution/102/region,region_distribution/103/percentage,region_distribution/103/region,region_distribution/104/percentage,region_distribution/104/region,region_distribution/105/percentage,region_distribution/105/region,region_distribution/106/percentage,region_distribution/106/region,region_distribution/107/percentage,region_distribution/107/region,region_distribution/108/percentage,region_distribution/108/region,region_distribution/109/percentage,region_distribution/109/region,region_distribution/110/percentage,region_distribution/110/region,region_distribution/111/percentage,region_distribution/111/region,region_distribution/112/percentage,region_distribution/112/region,region_distribution/113/percentage,region_distribution/113/region,region_distribution/114/percentage,region_distribution/114/region,region_distribution/115/percentage,region_distribution/115/region,region_distribution/116/percentage,region_distribution/116/region,region_distribution/117/percentage,region_distribution/117/region,region_distribution/118/percentage,region_distribution/118/region,region_distribution/119/percentage,region_distribution/119/region,region_distribution/120/percentage,region_distribution/120/region,region_distribution/121/percentage,region_distribution/121/region,region_distribution/122/percentage,region_distribution/122/region,region_distribution/123/percentage,region_distribution/123/region,region_distribution/124/percentage,region_distribution/124/region,region_distribution/125/percentage,region_distribution/125/region,region_distribution/126/percentage,region_distribution/126/region,region_distribution/127/percentage,region_distribution/127/region
Additional Signatures Needed! Tell The FBI To Make Antifa a Terror Group NOW! #SocialismSucks #BigGovSucks #ThinkForYourself #FreeThinkersOnly,2019-08-12T15:38:18+0000,Turning Point Action,0,99,0,999,0.01845,Alabama,0.057196,Ohio,0.009225,Nebraska,0.005535,Nevada,0.00369,New Hampshire,0.02583,New Jersey,0.005535,New Mexico,0.038745,New York,0.049815,North Carolina,0.001845,North Dakota,0.001845,Oklahoma,0.020295,Mississippi,0.001845,Oregon,0.075646,Pennsylvania,0.01107,South Carolina,0.01107,Tennessee,0.103321,Texas,0.00738,Utah,0.0369,Virginia,0.001845,Washington,0.00369,West Virginia,0.01845,Missouri,0.005535,Minnesota,0.001845,Alaska,0.049815,Georgia,0.01107,Arizona,0.012915,Arkansas,0.090406,California,0.00738,Colorado,0.012915,Connecticut,0.005535,Delaware,0.00369,"Washington, District of Columbia",0.090406,Florida,0.00738,Hawaii,0.02952,Michigan,0.00369,Idaho,0.01845,Illinois,0.01107,Indiana,0.001845,Iowa,0.005535,Kansas,0.00369,Kentucky,0.04428,Louisiana,0.053506,Maryland,0.01476,Massachusetts,0.005535,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With today being the anniversary of the 2017 white supremacist terrorist attack in Charlottesville that killed Heather Heyer I addressed the rise of white supremacy in my podcast: It's not just Trump who is emboldening white supremacists -it’s also Fox News especially Tucker Klansman who one Neo Nazi leader called ""literally our greatest ally."" Hope u check it out!  https://art19.com/shows/i-want-to-be-your-muslim-friend/episodes/87d0646d-a444-4e4c-81c7-e4fa988575e6
or Itunes: https://podcasts.apple.com/us/podcast/its-not-just-trump-who-is-emboldening-white-supremacists/id1459537462?i=1000446655768",2019-08-12T11:24:38+0000,Dean Obeidallah,0,99,0,999,0.016043,Alabama,0.005348,Alaska,0.005348,South Carolina,0.032086,Tennessee,0.074866,Texas,0.005348,Utah,0.026738,Virginia,0.042781,Washington,0.026738,West Virginia,0.010695,Colorado,0.042781,Pennsylvania,0.010695,Connecticut,0.010695,Kansas,0.005348,Maine,0.005348,Maryland,0.02139,Massachusetts,0.037433,North Carolina,0.005348,North Dakota,0.016043,Oklahoma,0.010695,Rhode Island,0.016043,Oregon,0.02139,Arizona,0.005348,Iowa,0.016043,Arkansas,0.074866,California,0.016043,Delaware,0.064171,Florida,0.02139,Georgia,0.053476,Illinois,0.026738,Indiana,0.016043,Kentucky,0.032086,Ohio,0.005348,Louisiana,0.069519,Michigan,0.010695,Mississippi,0.010695,Missouri,0.010695,Nevada,0.016043,New Jersey,0.010695,New Mexico,0.074866,New York,0.016043,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With today being the anniversary of the 2017 white supremacist terrorist attack in Charlottesville that killed Heather Heyer I addressed the rise of white supremacy in my podcast: It's not just Trump who is emboldening white supremacists -it’s also Fox News especially Tucker Klansman who one Neo Nazi leader called ""literally our greatest ally."" Hope u check it out!  https://art19.com/shows/i-want-to-be-your-muslim-friend/episodes/87d0646d-a444-4e4c-81c7-e4fa988575e6
or Itunes: https://podcasts.apple.com/us/podcast/its-not-just-trump-who-is-emboldening-white-supremacists/id1459537462?i=1000446655768",2019-08-12T11:22:58+0000,Dean Obeidallah,0,99,0,999,0.013369,Alabama,0.026738,Oregon,0.016043,Nevada,0.010695,New Jersey,0.013369,New Mexico,0.053476,New York,0.042781,North Carolina,0.034759,Ohio,0.018717,Oklahoma,0.090909,Pennsylvania,0.013369,Montana,0.002674,Rhode Island,0.013369,South Carolina,0.026738,Tennessee,0.074866,Texas,0.002674,Utah,0.008021,Virginia,0.024064,Washington,0.005348,West Virginia,0.005348,Nebraska,0.037433,Missouri,0.037433,Arizona,0.037433,Illinois,0.018717,Arkansas,0.096257,California,0.010695,Colorado,0.010695,Connecticut,0.045455,Florida,0.013369,Georgia,0.005348,Hawaii,0.002674,Idaho,0.026738,Indiana,0.013369,Mississippi,0.005348,Iowa,0.016043,Kansas,0.016043,Kentucky,0.010695,Louisiana,0.018717,Maryland,0.010695,Massachusetts,0.042781,Michigan,0.016043,Minnesota,0.010695,Wisconsin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Regardless, these are the dangers we face when untrue statements and fake news are being pushed to emotionally incite people rather than intellectually intrigue them.""

https://freedomfirstent.com/blogs/blog/did-aoc-contribute-to-a-terrorist-attack-are-her-supporters-happy",2019-08-11T05:16:04+0000,Polilit & Grit ,0,99,0,999,0.005495,Massachusetts,0.049451,Pennsylvania,0.010989,Mississippi,0.027473,Missouri,0.005495,Montana,0.010989,Nebraska,0.016484,New Jersey,0.043956,New York,0.027473,North Carolina,0.038462,Ohio,0.016484,South Carolina,0.021978,Michigan,0.021978,South Dakota,0.021978,Tennessee,0.076923,Texas,0.005495,Utah,0.021978,Virginia,0.021978,Washington,0.016484,West Virginia,0.021978,Wisconsin,0.027473,Minnesota,0.027473,Maryland,0.005495,Nevada,0.065934,California,0.010989,New Hampshire,0.010989,New Mexico,0.010989,Oklahoma,0.005495,Oregon,0.010989,Vermont,0.010989,Alabama,0.005495,Arizona,0.021978,Arkansas,0.016484,Colorado,0.010989,Maine,0.010989,Connecticut,0.054945,Florida,0.043956,Georgia,0.027473,Illinois,0.032967,Indiana,0.027473,Iowa,0.021978,Kansas,0.016484,Kentucky,0.027473,Louisiana,0.010989,Wyoming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"White Nationalist, ANTIFA and Criminal Street Gangs such as MS-13 are Domestic Terrorist Groups. 

Congress should declare them as such and we should start  prosecuting them as the Terrorist they are.   

You want to stop the crap they pull in our communities.  Let a gang members get prosecuted for Providing Material Support to a Terrorist Group along with the other charges they face. 

I will never support Prison Reform for anyone who commits a crime while associated with any Criminal Street Gang, White Nationalist Group or ANTIFA.  In fact I support longer terrorism appropriate sentences.",2019-08-10T18:40:26+0000,The Committee to Elect Eric Queen,0,99,0,999,0.001653,Kentucky,0.991736,North Carolina,0.003306,Pennsylvania,0.001653,Virginia,0.001653,Texas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We’re All Enemies of the State: Draconian Laws, Precrime & the Surveillance State | By John W. Whitehead

If the government is consistent about any one thing, it is this: it has an unnerving tendency to exploit crises and use them as opportunities for power grabs under the guise of national security. 

Cue the Emergency State, the government’s Machiavellian version of crisis management that justifies all manner of government tyranny in the so-called name of national security. Terrorist attacks, mass shootings, “unforeseen economic collapse, loss of functioning political and legal order, purposeful domestic resistance or insurgency, pervasive public health emergencies, and catastrophic natural and human disasters”: the government has been anticipating and preparing for such crises for years now. It’s all part of the grand plan for total control.

The government’s proposed response to the latest round of mass shootings—red flag gun laws, precrime surveillance, fusion centers, threat assessments, mental health assessments, involuntary confinement—is just more of the same. 

It’s a simple enough formula: first, you create fear, then you capitalize on it by seizing power. For instance, in his remarks on the mass shootings in Texas and Ohio, President Trump promised to give the FBI “whatever they need” to investigate and disrupt hate crimes and domestic terrorism. Let that sink in a moment. In a post-9/11 America, Trump’s promise bodes ill for whatever remnants of freedom we have left. With that promise, flippantly delivered without any apparent thought for the Constitution’s prohibitions on such overreach, the president has given the FBI the green light to violate Americans’ civil liberties in every which way. 

This is how the Emergency State works, after all.

Click below to read more. And as always, please help us speak truth to power: like, share, comment and donate to The Rutherford Institute to keep this good work going.",2019-08-10T18:15:12+0000,The Rutherford Institute,0,99,0,999,0.001502,"Washington, District of Columbia",0.010511,Kansas,0.006006,South Dakota,0.028529,Tennessee,0.07958,Texas,0.001502,Vermont,0.045045,Virginia,0.028529,Washington,0.009009,West Virginia,0.012012,Wisconsin,0.021021,Arkansas,0.025526,Georgia,0.007508,Louisiana,0.042042,Ohio,0.007508,Maine,0.004505,Maryland,0.012012,Massachusetts,0.006006,Montana,0.007508,New Mexico,0.004505,North Dakota,0.01952,Oklahoma,0.018018,Oregon,0.034535,Pennsylvania,0.003003,Rhode Island,0.012012,South Carolina,0.025526,North Carolina,0.001502,Delaware,0.06006,California,0.004505,Nevada,0.003003,Wyoming,0.007508,Alaska,0.004505,Connecticut,0.009009,Idaho,0.006006,Nebraska,0.004505,Hawaii,0.006006,New Hampshire,0.028529,Alabama,0.052553,Arizona,0.021021,Colorado,0.022523,New York,0.067568,Florida,0.048048,Illinois,0.01952,Indiana,0.007508,Iowa,0.025526,Kentucky,0.034535,Michigan,0.010511,Minnesota,0.013514,Mississippi,0.043544,Missouri,0.016517,New Jersey,0.009009,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We’re All Enemies of the State: Draconian Laws, Precrime & the Surveillance State | By John W. Whitehead

If the government is consistent about any one thing, it is this: it has an unnerving tendency to exploit crises and use them as opportunities for power grabs under the guise of national security. 

Cue the Emergency State, the government’s Machiavellian version of crisis management that justifies all manner of government tyranny in the so-called name of national security. Terrorist attacks, mass shootings, “unforeseen economic collapse, loss of functioning political and legal order, purposeful domestic resistance or insurgency, pervasive public health emergencies, and catastrophic natural and human disasters”: the government has been anticipating and preparing for such crises for years now. It’s all part of the grand plan for total control.

The government’s proposed response to the latest round of mass shootings—red flag gun laws, precrime surveillance, fusion centers, threat assessments, mental health assessments, involuntary confinement—is just more of the same. 

It’s a simple enough formula: first, you create fear, then you capitalize on it by seizing power. For instance, in his remarks on the mass shootings in Texas and Ohio, President Trump promised to give the FBI “whatever they need” to investigate and disrupt hate crimes and domestic terrorism. Let that sink in a moment. In a post-9/11 America, Trump’s promise bodes ill for whatever remnants of freedom we have left. With that promise, flippantly delivered without any apparent thought for the Constitution’s prohibitions on such overreach, the president has given the FBI the green light to violate Americans’ civil liberties in every which way. 

This is how the Emergency State works, after all.

Click below to read more. And as always, please help us speak truth to power: like, share, comment and donate to The Rutherford Institute to keep this good work going.",2019-08-10T10:58:22+0000,The Rutherford Institute,0,99,0,999,0.001361,South Dakota,0.035374,Tennessee,0.012245,New Jersey,0.009524,New Mexico,0.027211,New York,0.034014,North Carolina,0.001361,North Dakota,0.036735,Ohio,0.013605,Oklahoma,0.014966,Oregon,0.034014,Pennsylvania,0.016327,South Carolina,0.110204,Texas,0.009524,Nebraska,0.019048,Virginia,0.032653,Washington,0.017687,West Virginia,0.016327,Wisconsin,0.002721,Wyoming,0.023129,Alabama,0.014966,Colorado,0.001361,"Washington, District of Columbia",0.005442,Idaho,0.005442,Rhode Island,0.014966,Nevada,0.014966,Missouri,0.004082,Delaware,0.021769,Georgia,0.014966,Louisiana,0.004082,New Hampshire,0.002721,Vermont,0.005442,Montana,0.005442,Alaska,0.02585,Arizona,0.014966,Arkansas,0.055782,California,0.009524,Connecticut,0.07619,Florida,0.005442,Hawaii,0.014966,Mississippi,0.032653,Illinois,0.028571,Indiana,0.012245,Iowa,0.019048,Kansas,0.017687,Kentucky,0.008163,Maine,0.010884,Maryland,0.013605,Massachusetts,0.046259,Michigan,0.016327,Minnesota,0.008163,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far-left terrorist group Antifa is wreaking havoc. That’s why I am working with President Trump to take action against them NOW. Join me. Add your name!,2019-08-09T21:07:11+0000,Walker 4 NC,500,999,10000,49999,1,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far-left terrorist group Antifa is wreaking havoc. That’s why I am working with President Trump to take action against them NOW. Join me. Add your name!,2019-08-09T18:49:34+0000,Walker 4 NC,100,499,10000,49999,6.8E-5,"Washington, District of Columbia",0.005429,New Hampshire,0.008686,Iowa,0.010926,Kansas,0.019815,Kentucky,0.011469,Maryland,0.008822,Massachusetts,0.034813,Michigan,0.010518,Minnesota,0.010043,Mississippi,0.022326,Missouri,0.00509,Montana,0.015404,New Jersey,0.028027,Illinois,0.009433,New Mexico,0.036509,New York,0.019069,North Carolina,0.04411,Ohio,0.018187,Oregon,0.035423,Pennsylvania,0.015608,South Carolina,0.028027,Tennessee,0.094327,Texas,0.021173,Virginia,0.025312,Indiana,0.035898,Georgia,0.002443,Delaware,0.013572,Wisconsin,0.008347,Idaho,0.015404,Louisiana,0.005497,Maine,0.00794,Nebraska,0.001968,North Dakota,0.02029,Oklahoma,0.0019,Rhode Island,0.002375,South Dakota,0.006583,Utah,0.010179,West Virginia,0.003868,Wyoming,0.086387,Florida,0.001561,Hawaii,0.011536,Nevada,0.001357,Vermont,0.021783,Alabama,0.003393,Alaska,0.040377,Arizona,0.016083,Arkansas,0.090866,California,0.015472,Colorado,0.008008,Connecticut,0.028298,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Far-left terrorist group Antifa is wreaking havoc. That’s why I am working with President Trump to take action against them NOW. Join me. Add your name!,2019-08-09T18:48:25+0000,Walker 4 NC,0,99,1000,4999,1,North Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A mentally ill boy that the state of Oklahoma had previously declared incompetent, was set up by an FBI informant who pressured him into agreeing to a terror plot. Is it the proper function of the state to encourage terrorist acts to generate political arrests? 

https://youtu.be/YtOtb7_WcNI",2019-08-09T18:36:01+0000,Paul Ramsey (RAMZPAUL),0,99,1000,4999,0.001103,"Washington, District of Columbia",0.00147,Rhode Island,0.004043,New Hampshire,0.01323,New Jersey,0.00735,New Mexico,0.033076,New York,0.034179,North Carolina,0.00294,North Dakota,0.056597,Ohio,0.017641,Oklahoma,0.016171,Oregon,0.044469,Pennsylvania,0.0147,South Carolina,0.006983,Nebraska,0.002205,South Dakota,0.037486,Tennessee,0.077178,Texas,0.00588,Utah,0.002205,Vermont,0.027196,Virginia,0.022051,Washington,0.01176,West Virginia,0.020213,Wisconsin,0.006615,Wyoming,0.007718,Nevada,0.00882,Montana,0.026461,Alabama,0.039324,Illinois,0.006615,Alaska,0.018743,Arizona,0.016538,Arkansas,0.042999,California,0.013965,Colorado,0.007718,Connecticut,0.053657,Florida,0.033444,Georgia,0.00294,Hawaii,0.006248,Idaho,0.026828,Indiana,0.037486,Missouri,0.016538,Iowa,0.014333,Kansas,0.022051,Kentucky,0.020213,Louisiana,0.008453,Maine,0.009923,Maryland,0.01323,Massachusetts,0.042264,Michigan,0.013598,Minnesota,0.021316,Mississippi,0.001838,Delaware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
